date,location,trigger_type,activated,confidence,severity
2000-01-01,Arusha,Drought,Yes,81.25%,0.4032499999999999
2000-01-01,Arusha,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Arusha,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-01-01,Dar es Salaam,Drought,Yes,81.25%,0.4032499999999999
2000-01-01,Dar es Salaam,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-01-01,Dodoma,Drought,Yes,43.75%,0.4032499999999999
2000-01-01,Dodoma,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-01-01,Mbeya,Drought,Yes,62.50%,0.4032499999999999
2000-01-01,Mbeya,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-01-01,Morogoro,Drought,Yes,62.50%,0.4032499999999999
2000-01-01,Morogoro,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-01-01,Mwanza,Drought,Yes,43.75%,0.4032499999999999
2000-01-01,Mwanza,Any,Yes,0.00%,0.4032499999999999
2000-01-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.4032499999999999
2000-02-01,Arusha,Drought,Yes,62.50%,0.32425
2000-02-01,Arusha,Any,Yes,0.00%,0.32425
2000-02-01,Arusha,Trigger Severity Left,Yes,0.00%,0.32425
2000-02-01,Dar es Salaam,Drought,Yes,81.25%,0.32425
2000-02-01,Dar es Salaam,Any,Yes,0.00%,0.32425
2000-02-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.32425
2000-02-01,Dodoma,Drought,Yes,43.75%,0.32425
2000-02-01,Dodoma,Any,Yes,0.00%,0.32425
2000-02-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.32425
2000-02-01,Dodoma,Moderate Stress,Yes,0.00%,0.32425
2000-02-01,Mbeya,Drought,Yes,43.75%,0.32425
2000-02-01,Mbeya,Any,Yes,0.00%,0.32425
2000-02-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.32425
2000-02-01,Mbeya,Crop Failure,Yes,15.00%,0.32425
2000-02-01,Mbeya,Moderate Stress,Yes,0.00%,0.32425
2000-02-01,Morogoro,Drought,Yes,43.75%,0.32425
2000-02-01,Morogoro,Any,Yes,0.00%,0.32425
2000-02-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.32425
2000-02-01,Mwanza,Drought,Yes,43.75%,0.32425
2000-02-01,Mwanza,Any,Yes,0.00%,0.32425
2000-02-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.32425
2000-03-01,Arusha,Drought,Yes,43.75%,0.294
2000-03-01,Arusha,Any,Yes,0.00%,0.294
2000-03-01,Arusha,Trigger Severity Left,Yes,0.00%,0.294
2000-03-01,Dar es Salaam,Drought,Yes,43.75%,0.294
2000-03-01,Dar es Salaam,Any,Yes,0.00%,0.294
2000-03-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.294
2000-03-01,Dodoma,Drought,Yes,43.75%,0.294
2000-03-01,Dodoma,Any,Yes,0.00%,0.294
2000-03-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.294
2000-03-01,Mbeya,Drought,Yes,43.75%,0.294
2000-03-01,Mbeya,Any,Yes,0.00%,0.294
2000-03-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.294
2000-03-01,Mbeya,Crop Failure,Yes,15.00%,0.294
2000-03-01,Mbeya,Moderate Stress,Yes,0.00%,0.294
2000-03-01,Morogoro,Drought,Yes,43.75%,0.294
2000-03-01,Morogoro,Any,Yes,0.00%,0.294
2000-03-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.294
2000-03-01,Mwanza,Drought,Yes,43.75%,0.294
2000-03-01,Mwanza,Any,Yes,0.00%,0.294
2000-03-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.294
2000-04-01,Arusha,Drought,Yes,43.75%,0.282
2000-04-01,Arusha,Any,Yes,0.00%,0.282
2000-04-01,Arusha,Trigger Severity Left,Yes,0.00%,0.282
2000-04-01,Dar es Salaam,Drought,Yes,43.75%,0.282
2000-04-01,Dar es Salaam,Any,Yes,0.00%,0.282
2000-04-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.282
2000-04-01,Dodoma,Drought,Yes,43.75%,0.282
2000-04-01,Dodoma,Any,Yes,0.00%,0.282
2000-04-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.282
2000-04-01,Mbeya,Drought,Yes,43.75%,0.282
2000-04-01,Mbeya,Any,Yes,0.00%,0.282
2000-04-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.282
2000-04-01,Mbeya,Days Since,Yes,0.00%,0.282
2000-04-01,Morogoro,Drought,Yes,43.75%,0.282
2000-04-01,Morogoro,Any,Yes,0.00%,0.282
2000-04-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.282
2000-04-01,Mwanza,Drought,Yes,62.50%,0.282
2000-04-01,Mwanza,Any,Yes,0.00%,0.282
2000-04-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.282
2000-05-01,Arusha,Drought,Yes,81.25%,0.302
2000-05-01,Arusha,Any,Yes,0.00%,0.302
2000-05-01,Arusha,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Dar es Salaam,Drought,Yes,62.50%,0.302
2000-05-01,Dar es Salaam,Any,Yes,0.00%,0.302
2000-05-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Dodoma,Drought,Yes,62.50%,0.302
2000-05-01,Dodoma,Any,Yes,0.00%,0.302
2000-05-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Mbeya,Drought,Yes,62.50%,0.302
2000-05-01,Mbeya,Any,Yes,0.00%,0.302
2000-05-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Mbeya,Crop Failure,Yes,15.00%,0.302
2000-05-01,Mbeya,Moderate Stress,Yes,0.00%,0.302
2000-05-01,Mbeya,Severe Stress,Yes,0.00%,0.302
2000-05-01,Morogoro,Drought,Yes,43.75%,0.302
2000-05-01,Morogoro,Any,Yes,0.00%,0.302
2000-05-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Mwanza,Drought,Yes,81.25%,0.302
2000-05-01,Mwanza,Any,Yes,0.00%,0.302
2000-05-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.302
2000-05-01,Mwanza,Crop Failure,Yes,15.00%,0.302
2000-05-01,Mwanza,Moderate Stress,Yes,0.00%,0.302
2000-05-01,Mwanza,Severe Stress,Yes,0.00%,0.302
2000-06-01,Arusha,Drought,Yes,43.75%,0.3335
2000-06-01,Arusha,Any,Yes,0.00%,0.3335
2000-06-01,Arusha,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Dar es Salaam,Drought,Yes,43.75%,0.3335
2000-06-01,Dar es Salaam,Any,Yes,0.00%,0.3335
2000-06-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Dodoma,Drought,Yes,62.50%,0.3335
2000-06-01,Dodoma,Any,Yes,0.00%,0.3335
2000-06-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Mbeya,Drought,Yes,62.50%,0.3335
2000-06-01,Mbeya,Any,Yes,0.00%,0.3335
2000-06-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Mbeya,Crop Failure,Yes,15.00%,0.3335
2000-06-01,Mbeya,Moderate Stress,Yes,0.00%,0.3335
2000-06-01,Mbeya,Severe Stress,Yes,0.00%,0.3335
2000-06-01,Morogoro,Drought,Yes,43.75%,0.3335
2000-06-01,Morogoro,Any,Yes,0.00%,0.3335
2000-06-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Mwanza,Drought,Yes,62.50%,0.3335
2000-06-01,Mwanza,Any,Yes,0.00%,0.3335
2000-06-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.3335
2000-06-01,Mwanza,Crop Failure,Yes,15.00%,0.3335
2000-06-01,Mwanza,Moderate Stress,Yes,0.00%,0.3335
2000-07-01,Arusha,Drought,Yes,43.75%,0.31
2000-07-01,Arusha,Any,Yes,0.00%,0.31
2000-07-01,Arusha,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Arusha,Moderate Stress,Yes,0.00%,0.31
2000-07-01,Dar es Salaam,Drought,Yes,43.75%,0.31
2000-07-01,Dar es Salaam,Any,Yes,0.00%,0.31
2000-07-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Dodoma,Drought,Yes,62.50%,0.31
2000-07-01,Dodoma,Any,Yes,0.00%,0.31
2000-07-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Mbeya,Drought,Yes,43.75%,0.31
2000-07-01,Mbeya,Any,Yes,0.00%,0.31
2000-07-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Mbeya,Crop Failure,Yes,15.00%,0.31
2000-07-01,Mbeya,Moderate Stress,Yes,0.00%,0.31
2000-07-01,Mbeya,Severe Stress,Yes,0.00%,0.31
2000-07-01,Morogoro,Drought,Yes,43.75%,0.31
2000-07-01,Morogoro,Any,Yes,0.00%,0.31
2000-07-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Morogoro,Crop Failure,Yes,15.00%,0.31
2000-07-01,Morogoro,Severe Stress,Yes,0.00%,0.31
2000-07-01,Mwanza,Drought,Yes,62.50%,0.31
2000-07-01,Mwanza,Any,Yes,0.00%,0.31
2000-07-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.31
2000-07-01,Mwanza,Crop Failure,Yes,15.00%,0.31
2000-07-01,Mwanza,Moderate Stress,Yes,0.00%,0.31
2000-07-01,Mwanza,Severe Stress,Yes,0.00%,0.31
2000-08-01,Arusha,Drought,Yes,43.75%,0.302
2000-08-01,Arusha,Any,Yes,0.00%,0.302
2000-08-01,Arusha,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Dar es Salaam,Drought,Yes,43.75%,0.302
2000-08-01,Dar es Salaam,Any,Yes,0.00%,0.302
2000-08-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Dodoma,Drought,Yes,62.50%,0.302
2000-08-01,Dodoma,Any,Yes,0.00%,0.302
2000-08-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Mbeya,Drought,Yes,43.75%,0.302
2000-08-01,Mbeya,Any,Yes,0.00%,0.302
2000-08-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Mbeya,Crop Failure,Yes,15.00%,0.302
2000-08-01,Mbeya,Moderate Stress,Yes,0.00%,0.302
2000-08-01,Mbeya,Severe Stress,Yes,0.00%,0.302
2000-08-01,Morogoro,Drought,Yes,43.75%,0.302
2000-08-01,Morogoro,Any,Yes,0.00%,0.302
2000-08-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Morogoro,Crop Failure,Yes,15.00%,0.302
2000-08-01,Morogoro,Moderate Stress,Yes,0.00%,0.302
2000-08-01,Mwanza,Drought,Yes,43.75%,0.302
2000-08-01,Mwanza,Any,Yes,0.00%,0.302
2000-08-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.302
2000-08-01,Mwanza,Days Since,Yes,0.00%,0.302
2000-09-01,Arusha,Drought,Yes,43.75%,0.3339999999999999
2000-09-01,Arusha,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Arusha,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Dar es Salaam,Drought,Yes,62.50%,0.3339999999999999
2000-09-01,Dar es Salaam,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Dodoma,Drought,Yes,62.50%,0.3339999999999999
2000-09-01,Dodoma,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Mbeya,Drought,Yes,62.50%,0.3339999999999999
2000-09-01,Mbeya,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Mbeya,Crop Failure,Yes,15.00%,0.3339999999999999
2000-09-01,Mbeya,Moderate Stress,Yes,0.00%,0.3339999999999999
2000-09-01,Mbeya,Severe Stress,Yes,0.00%,0.3339999999999999
2000-09-01,Morogoro,Drought,Yes,43.75%,0.3339999999999999
2000-09-01,Morogoro,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Morogoro,Days Since,Yes,0.00%,0.3339999999999999
2000-09-01,Mwanza,Drought,Yes,81.25%,0.3339999999999999
2000-09-01,Mwanza,Any,Yes,0.00%,0.3339999999999999
2000-09-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.3339999999999999
2000-09-01,Mwanza,Crop Failure,Yes,15.00%,0.3339999999999999
2000-09-01,Mwanza,Moderate Stress,Yes,0.00%,0.3339999999999999
2000-09-01,Mwanza,Severe Stress,Yes,0.00%,0.3339999999999999
2000-10-01,Arusha,Drought,Yes,81.25%,0.3615
2000-10-01,Arusha,Any,Yes,0.00%,0.3615
2000-10-01,Arusha,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Arusha,Crop Failure,Yes,15.00%,0.3615
2000-10-01,Arusha,Moderate Stress,Yes,0.00%,0.3615
2000-10-01,Arusha,Severe Stress,Yes,0.00%,0.3615
2000-10-01,Dar es Salaam,Drought,Yes,81.25%,0.3615
2000-10-01,Dar es Salaam,Any,Yes,0.00%,0.3615
2000-10-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Dodoma,Drought,Yes,62.50%,0.3615
2000-10-01,Dodoma,Any,Yes,0.00%,0.3615
2000-10-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Mbeya,Drought,Yes,43.75%,0.3615
2000-10-01,Mbeya,Any,Yes,0.00%,0.3615
2000-10-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Mbeya,Days Since,Yes,0.00%,0.3615
2000-10-01,Morogoro,Drought,Yes,62.50%,0.3615
2000-10-01,Morogoro,Any,Yes,0.00%,0.3615
2000-10-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Mwanza,Drought,Yes,43.75%,0.3615
2000-10-01,Mwanza,Any,Yes,0.00%,0.3615
2000-10-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.3615
2000-10-01,Mwanza,Crop Failure,Yes,15.00%,0.3615
2000-10-01,Mwanza,Moderate Stress,Yes,0.00%,0.3615
2000-10-01,Mwanza,Severe Stress,Yes,0.00%,0.3615
2000-11-01,Arusha,Drought,Yes,43.75%,0.4265
2000-11-01,Arusha,Any,Yes,0.00%,0.4265
2000-11-01,Arusha,Trigger Severity Left,Yes,0.00%,0.4265
2000-11-01,Arusha,Crop Failure,Yes,15.00%,0.4265
2000-11-01,Arusha,Severe Stress,Yes,0.00%,0.4265
2000-11-01,Dar es Salaam,Drought,Yes,43.75%,0.4265
2000-11-01,Dar es Salaam,Any,Yes,0.00%,0.4265
2000-11-01,Dodoma,Drought,Yes,43.75%,0.4265
2000-11-01,Dodoma,Any,Yes,0.00%,0.4265
2000-11-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.4265
2000-11-01,Mbeya,Drought,Yes,43.75%,0.4265
2000-11-01,Mbeya,Any,Yes,0.00%,0.4265
2000-11-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.4265
2000-11-01,Morogoro,Drought,Yes,43.75%,0.4265
2000-11-01,Morogoro,Any,Yes,0.00%,0.4265
2000-11-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.4265
2000-11-01,Mwanza,Drought,Yes,43.75%,0.4265
2000-11-01,Mwanza,Any,Yes,0.00%,0.4265
2000-11-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.4265
2000-11-01,Mwanza,Days Since,Yes,0.00%,0.4265
2000-12-01,Arusha,Drought,Yes,43.75%,0.41
2000-12-01,Arusha,Any,Yes,0.00%,0.41
2000-12-01,Arusha,Days Since,Yes,0.00%,0.41
2000-12-01,Dar es Salaam,Drought,Yes,43.75%,0.41
2000-12-01,Dar es Salaam,Any,Yes,0.00%,0.41
2000-12-01,Dodoma,Drought,Yes,43.75%,0.41
2000-12-01,Dodoma,Any,Yes,0.00%,0.41
2000-12-01,Mbeya,Drought,Yes,43.75%,0.41
2000-12-01,Mbeya,Flood,Yes,43.75%,0.41
2000-12-01,Mbeya,Any,Yes,0.00%,0.41
2000-12-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.41
2000-12-01,Morogoro,Drought,Yes,43.75%,0.41
2000-12-01,Morogoro,Any,Yes,0.00%,0.41
2000-12-01,Mwanza,Drought,Yes,43.75%,0.41
2000-12-01,Mwanza,Any,Yes,0.00%,0.41
2000-12-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.41
2001-01-01,Arusha,Drought,Yes,43.75%,0.44375
2001-01-01,Arusha,Any,Yes,0.00%,0.44375
2001-01-01,Arusha,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Arusha,Any Climate,Yes,0.00%,0.44375
2001-01-01,Dar es Salaam,Drought,Yes,43.75%,0.44375
2001-01-01,Dar es Salaam,Any,Yes,0.00%,0.44375
2001-01-01,Dar es Salaam,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Dar es Salaam,Any Climate,Yes,0.00%,0.44375
2001-01-01,Dodoma,Drought,Yes,43.75%,0.44375
2001-01-01,Dodoma,Any,Yes,0.00%,0.44375
2001-01-01,Dodoma,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Dodoma,Any Climate,Yes,0.00%,0.44375
2001-01-01,Mbeya,Drought,Yes,43.75%,0.44375
2001-01-01,Mbeya,Flood,Yes,62.50%,0.44375
2001-01-01,Mbeya,Any,Yes,0.00%,0.44375
2001-01-01,Mbeya,Crop Failure,Yes,15.00%,0.44375
2001-01-01,Mbeya,Moderate Stress,Yes,0.00%,0.44375
2001-01-01,Mbeya,Severe Stress,Yes,0.00%,0.44375
2001-01-01,Mbeya,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Mbeya,Any Climate,Yes,0.00%,0.44375
2001-01-01,Morogoro,Drought,Yes,43.75%,0.44375
2001-01-01,Morogoro,Any,Yes,0.00%,0.44375
2001-01-01,Morogoro,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Morogoro,Any Climate,Yes,0.00%,0.44375
2001-01-01,Mwanza,Drought,Yes,43.75%,0.44375
2001-01-01,Mwanza,Any,Yes,0.00%,0.44375
2001-01-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.44375
2001-01-01,Mwanza,Climate Drought,Yes,100.00%,0.44375
2001-01-01,Mwanza,Any Climate,Yes,0.00%,0.44375
2001-02-01,Arusha,Drought,Yes,43.75%,0.30825
2001-02-01,Arusha,Any,Yes,0.00%,0.30825
2001-02-01,Dar es Salaam,Drought,Yes,43.75%,0.30825
2001-02-01,Dar es Salaam,Any,Yes,0.00%,0.30825
2001-02-01,Dodoma,Drought,Yes,43.75%,0.30825
2001-02-01,Dodoma,Any,Yes,0.00%,0.30825
2001-02-01,Mbeya,Drought,Yes,43.75%,0.30825
2001-02-01,Mbeya,Any,Yes,0.00%,0.30825
2001-02-01,Mbeya,Days Since,Yes,0.00%,0.30825
2001-02-01,Morogoro,Drought,Yes,43.75%,0.30825
2001-02-01,Morogoro,Any,Yes,0.00%,0.30825
2001-02-01,Mwanza,Drought,Yes,43.75%,0.30825
2001-02-01,Mwanza,Any,Yes,0.00%,0.30825
2001-03-01,Arusha,Drought,Yes,43.75%,0.1305
2001-03-01,Arusha,Any,Yes,0.00%,0.1305
2001-03-01,Dar es Salaam,Drought,Yes,43.75%,0.1305
2001-03-01,Dar es Salaam,Any,Yes,0.00%,0.1305
2001-03-01,Dodoma,Drought,Yes,81.25%,0.1305
2001-03-01,Dodoma,Any,Yes,0.00%,0.1305
2001-03-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.1305
2001-03-01,Mbeya,Drought,Yes,62.50%,0.1305
2001-03-01,Mbeya,Flood,Yes,43.75%,0.1305
2001-03-01,Mbeya,Any,Yes,0.00%,0.1305
2001-03-01,Morogoro,Drought,Yes,43.75%,0.1305
2001-03-01,Morogoro,Any,Yes,0.00%,0.1305
2001-03-01,Mwanza,Drought,Yes,43.75%,0.1305
2001-03-01,Mwanza,Any,Yes,0.00%,0.1305
2001-04-01,Arusha,Drought,Yes,43.75%,0.148
2001-04-01,Arusha,Any,Yes,0.00%,0.148
2001-04-01,Dar es Salaam,Drought,Yes,43.75%,0.148
2001-04-01,Dar es Salaam,Flood,Yes,43.75%,0.148
2001-04-01,Dar es Salaam,Any,Yes,0.00%,0.148
2001-04-01,Dodoma,Drought,Yes,43.75%,0.148
2001-04-01,Dodoma,Any,Yes,0.00%,0.148
2001-04-01,Mbeya,Drought,Yes,62.50%,0.148
2001-04-01,Mbeya,Flood,Yes,43.75%,0.148
2001-04-01,Mbeya,Any,Yes,0.00%,0.148
2001-04-01,Morogoro,Drought,Yes,43.75%,0.148
2001-04-01,Morogoro,Any,Yes,0.00%,0.148
2001-04-01,Mwanza,Drought,Yes,43.75%,0.148
2001-04-01,Mwanza,Any,Yes,0.00%,0.148
2001-05-01,Arusha,Drought,Yes,43.75%,0.17
2001-05-01,Arusha,Any,Yes,0.00%,0.17
2001-05-01,Dar es Salaam,Drought,Yes,43.75%,0.17
2001-05-01,Dar es Salaam,Any,Yes,0.00%,0.17
2001-05-01,Dodoma,Drought,Yes,62.50%,0.17
2001-05-01,Dodoma,Any,Yes,0.00%,0.17
2001-05-01,Mbeya,Drought,Yes,43.75%,0.17
2001-05-01,Mbeya,Flood,Yes,43.75%,0.17
2001-05-01,Mbeya,Any,Yes,0.00%,0.17
2001-05-01,Morogoro,Drought,Yes,43.75%,0.17
2001-05-01,Morogoro,Any,Yes,0.00%,0.17
2001-05-01,Mwanza,Drought,Yes,43.75%,0.17
2001-05-01,Mwanza,Any,Yes,0.00%,0.17
2001-06-01,Arusha,Drought,Yes,43.75%,0.19175
2001-06-01,Arusha,Any,Yes,0.00%,0.19175
2001-06-01,Arusha,Crop Failure,Yes,15.00%,0.19175
2001-06-01,Arusha,Moderate Stress,Yes,0.00%,0.19175
2001-06-01,Arusha,Severe Stress,Yes,0.00%,0.19175
2001-06-01,Dar es Salaam,Drought,Yes,43.75%,0.19175
2001-06-01,Dar es Salaam,Any,Yes,0.00%,0.19175
2001-06-01,Dodoma,Drought,Yes,62.50%,0.19175
2001-06-01,Dodoma,Any,Yes,0.00%,0.19175
2001-06-01,Mbeya,Drought,Yes,62.50%,0.19175
2001-06-01,Mbeya,Any,Yes,0.00%,0.19175
