date,location,trigger_type,activated,confidence,severity
2001-06-01,Morogoro,Drought,Yes,43.75%,0.19175
2001-06-01,Morogoro,Any,Yes,0.00%,0.19175
2001-06-01,Mwanza,Drought,Yes,62.50%,0.19175
2001-06-01,Mwanza,Any,Yes,0.00%,0.19175
2001-07-01,Arusha,Drought,Yes,43.75%,0.251
2001-07-01,Arusha,Any,Yes,0.00%,0.251
2001-07-01,Arusha,Days Since,Yes,0.00%,0.251
2001-07-01,Dar es Salaam,Drought,Yes,43.75%,0.251
2001-07-01,Dar es Salaam,Any,Yes,0.00%,0.251
2001-07-01,Dodoma,Drought,Yes,62.50%,0.251
2001-07-01,Dodoma,Any,Yes,0.00%,0.251
2001-07-01,Mbeya,Drought,Yes,43.75%,0.251
2001-07-01,Mbeya,Any,Yes,0.00%,0.251
2001-07-01,Morogoro,Drought,Yes,43.75%,0.251
2001-07-01,Morogoro,Any,Yes,0.00%,0.251
2001-07-01,Mwanza,Drought,Yes,43.75%,0.251
2001-07-01,Mwanza,Any,Yes,0.00%,0.251
2001-08-01,Arusha,Drought,Yes,62.50%,0.30125
2001-08-01,Arusha,Any,Yes,0.00%,0.30125
2001-08-01,Dar es Salaam,Drought,Yes,62.50%,0.30125
2001-08-01,Dar es Salaam,Any,Yes,0.00%,0.30125
2001-08-01,Dodoma,Drought,Yes,62.50%,0.30125
2001-08-01,Dodoma,Any,Yes,0.00%,0.30125
2001-08-01,Mbeya,Drought,Yes,43.75%,0.30125
2001-08-01,Mbeya,Any,Yes,0.00%,0.30125
2001-08-01,Morogoro,Drought,Yes,81.25%,0.30125
2001-08-01,Morogoro,Any,Yes,0.00%,0.30125
2001-08-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.30125
2001-08-01,Mwanza,Drought,Yes,43.75%,0.30125
2001-08-01,Mwanza,Any,Yes,0.00%,0.30125
2001-09-01,Arusha,Drought,Yes,62.50%,0.29375
2001-09-01,Arusha,Any,Yes,0.00%,0.29375
2001-09-01,Dar es Salaam,Drought,Yes,81.25%,0.29375
2001-09-01,Dar es Salaam,Any,Yes,0.00%,0.29375
2001-09-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.29375
2001-09-01,Dodoma,Drought,Yes,62.50%,0.29375
2001-09-01,Dodoma,Any,Yes,0.00%,0.29375
2001-09-01,Mbeya,Drought,Yes,43.75%,0.29375
2001-09-01,Mbeya,Any,Yes,0.00%,0.29375
2001-09-01,Morogoro,Drought,Yes,81.25%,0.29375
2001-09-01,Morogoro,Any,Yes,0.00%,0.29375
2001-09-01,Mwanza,Drought,Yes,43.75%,0.29375
2001-09-01,Mwanza,Any,Yes,0.00%,0.29375
2001-10-01,Arusha,Drought,Yes,43.75%,0.37075
2001-10-01,Arusha,Any,Yes,0.00%,0.37075
2001-10-01,Dar es Salaam,Drought,Yes,62.50%,0.37075
2001-10-01,Dar es Salaam,Any,Yes,0.00%,0.37075
2001-10-01,Dodoma,Drought,Yes,62.50%,0.37075
2001-10-01,Dodoma,Any,Yes,0.00%,0.37075
2001-10-01,Mbeya,Drought,Yes,43.75%,0.37075
2001-10-01,Mbeya,Any,Yes,0.00%,0.37075
2001-10-01,Morogoro,Drought,Yes,43.75%,0.37075
2001-10-01,Morogoro,Any,Yes,0.00%,0.37075
2001-10-01,Mwanza,Drought,Yes,43.75%,0.37075
2001-10-01,Mwanza,Any,Yes,0.00%,0.37075
2001-11-01,Arusha,Drought,Yes,43.75%,0.33125
2001-11-01,Arusha,Any,Yes,0.00%,0.33125
2001-11-01,Dar es Salaam,Drought,Yes,81.25%,0.33125
2001-11-01,Dar es Salaam,Any,Yes,0.00%,0.33125
2001-11-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.33125
2001-11-01,Dodoma,Drought,Yes,81.25%,0.33125
2001-11-01,Dodoma,Any,Yes,0.00%,0.33125
2001-11-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.33125
2001-11-01,Mbeya,Drought,Yes,81.25%,0.33125
2001-11-01,Mbeya,Any,Yes,0.00%,0.33125
2001-11-01,Morogoro,Drought,Yes,62.50%,0.33125
2001-11-01,Morogoro,Any,Yes,0.00%,0.33125
2001-11-01,Mwanza,Drought,Yes,43.75%,0.33125
2001-11-01,Mwanza,Any,Yes,0.00%,0.33125
2001-12-01,Arusha,Drought,Yes,81.25%,0.27475
2001-12-01,Arusha,Any,Yes,0.00%,0.27475
2001-12-01,Dar es Salaam,Drought,Yes,43.75%,0.27475
2001-12-01,Dar es Salaam,Any,Yes,0.00%,0.27475
2001-12-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.27475
2001-12-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.27475
2001-12-01,Dodoma,Drought,Yes,43.75%,0.27475
2001-12-01,Dodoma,Any,Yes,0.00%,0.27475
2001-12-01,Mbeya,Drought,Yes,43.75%,0.27475
2001-12-01,Mbeya,Any,Yes,0.00%,0.27475
2001-12-01,Morogoro,Drought,Yes,43.75%,0.27475
2001-12-01,Morogoro,Any,Yes,0.00%,0.27475
2001-12-01,Mwanza,Drought,Yes,43.75%,0.27475
2001-12-01,Mwanza,Any,Yes,0.00%,0.27475
2002-01-01,Arusha,Drought,Yes,43.75%,0.2655
2002-01-01,Arusha,Any,Yes,0.00%,0.2655
2002-01-01,Dar es Salaam,Drought,Yes,43.75%,0.2655
2002-01-01,Dar es Salaam,Any,Yes,0.00%,0.2655
2002-01-01,Dar es Salaam,Days Since,Yes,0.00%,0.2655
2002-01-01,Mbeya,Flood,Yes,43.75%,0.2655
2002-01-01,Mbeya,Any,Yes,0.00%,0.2655
2002-01-01,Morogoro,Drought,Yes,43.75%,0.2655
2002-01-01,Morogoro,Any,Yes,0.00%,0.2655
2002-01-01,Mwanza,Drought,Yes,43.75%,0.2655
2002-01-01,Mwanza,Any,Yes,0.00%,0.2655
2002-02-01,Dar es Salaam,Drought,Yes,43.75%,0.2245
2002-02-01,Dar es Salaam,Any,Yes,0.00%,0.2245
2002-02-01,Mwanza,Drought,Yes,43.75%,0.2245
2002-02-01,Mwanza,Any,Yes,0.00%,0.2245
2002-03-01,Mbeya,Flood,Yes,43.75%,0.22
2002-03-01,Mbeya,Any,Yes,0.00%,0.22
2002-03-01,Mbeya,Crop Failure,Yes,15.00%,0.22
2002-03-01,Mbeya,Moderate Stress,Yes,0.00%,0.22
2002-03-01,Mbeya,Severe Stress,Yes,0.00%,0.22
2002-04-01,Dar es Salaam,Flood,Yes,43.75%,0.288
2002-04-01,Dar es Salaam,Any,Yes,0.00%,0.288
2002-04-01,Mbeya,Flood,Yes,43.75%,0.288
2002-04-01,Mbeya,Any,Yes,0.00%,0.288
2002-04-01,Mbeya,Days Since,Yes,0.00%,0.288
2002-05-01,Mbeya,Flood,Yes,43.75%,0.286
2002-05-01,Mbeya,Any,Yes,0.00%,0.286
2002-06-01,Mbeya,Flood,Yes,43.75%,0.17
2002-06-01,Mbeya,Any,Yes,0.00%,0.17
2002-08-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.292
2003-01-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.384
2003-03-01,Morogoro,Crop Failure,Yes,15.00%,0.1159999999999999
2003-03-01,Morogoro,Moderate Stress,Yes,0.00%,0.1159999999999999
2003-04-01,Arusha,Trigger Severity Left,Yes,0.00%,0.11275
2003-04-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.11275
2003-04-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.11275
2003-04-01,Morogoro,Days Since,Yes,0.00%,0.11275
2003-05-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.213
2003-05-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.213
2003-05-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.213
2003-06-01,Dar es Salaam,Days Since,Yes,0.00%,0.19475
2003-09-01,Dodoma,Drought,Yes,62.50%,0.252
2003-09-01,Dodoma,Any,Yes,0.00%,0.252
2003-10-01,Dodoma,Drought,Yes,43.75%,0.26075
2003-10-01,Dodoma,Any,Yes,0.00%,0.26075
2003-10-01,Morogoro,Drought,Yes,43.75%,0.26075
2003-10-01,Morogoro,Any,Yes,0.00%,0.26075
2003-10-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.26075
2003-11-01,Dar es Salaam,Drought,Yes,62.50%,0.27
2003-11-01,Dar es Salaam,Any,Yes,0.00%,0.27
2003-11-01,Dodoma,Drought,Yes,81.25%,0.27
2003-11-01,Dodoma,Any,Yes,0.00%,0.27
2003-11-01,Morogoro,Drought,Yes,81.25%,0.27
2003-11-01,Morogoro,Any,Yes,0.00%,0.27
2003-11-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.27
2003-12-01,Arusha,Crop Failure,Yes,15.00%,0.31725
2003-12-01,Arusha,Severe Stress,Yes,0.00%,0.31725
2003-12-01,Dar es Salaam,Drought,Yes,81.25%,0.31725
2003-12-01,Dar es Salaam,Any,Yes,0.00%,0.31725
2003-12-01,Morogoro,Drought,Yes,62.50%,0.31725
2003-12-01,Morogoro,Any,Yes,0.00%,0.31725
2003-12-01,Morogoro,Crop Failure,Yes,15.00%,0.31725
2003-12-01,Morogoro,Severe Stress,Yes,0.00%,0.31725
2004-01-01,Arusha,Days Since,Yes,0.00%,0.285
2004-01-01,Morogoro,Days Since,Yes,0.00%,0.285
2004-04-01,Dar es Salaam,Flood,Yes,43.75%,0.2339999999999999
2004-04-01,Dar es Salaam,Any,Yes,0.00%,0.2339999999999999
2004-05-01,Arusha,Trigger Severity Left,Yes,0.00%,0.34125
2004-05-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.34125
2004-05-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.34125
2004-06-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.296
2004-07-01,Dar es Salaam,Trigger Severity Left,Yes,0.00%,0.294
2004-08-01,Arusha,Crop Failure,Yes,15.00%,0.168
2004-08-01,Arusha,Moderate Stress,Yes,0.00%,0.168
2004-08-01,Arusha,Severe Stress,Yes,0.00%,0.168
2004-08-01,Dodoma,Drought,Yes,62.50%,0.168
2004-08-01,Dodoma,Any,Yes,0.00%,0.168
2004-09-01,Arusha,Days Since,Yes,0.00%,0.22
2004-09-01,Dodoma,Drought,Yes,62.50%,0.22
2004-09-01,Dodoma,Any,Yes,0.00%,0.22
2004-10-01,Dar es Salaam,Drought,Yes,43.75%,0.254
2004-10-01,Dar es Salaam,Any,Yes,0.00%,0.254
2004-10-01,Dodoma,Drought,Yes,62.50%,0.254
2004-10-01,Dodoma,Any,Yes,0.00%,0.254
2004-10-01,Mbeya,Drought,Yes,43.75%,0.254
2004-10-01,Mbeya,Any,Yes,0.00%,0.254
2004-10-01,Morogoro,Drought,Yes,43.75%,0.254
2004-10-01,Morogoro,Any,Yes,0.00%,0.254
2004-11-01,Arusha,Drought,Yes,43.75%,0.292
2004-11-01,Arusha,Any,Yes,0.00%,0.292
2004-11-01,Dar es Salaam,Drought,Yes,43.75%,0.292
2004-11-01,Dar es Salaam,Any,Yes,0.00%,0.292
2004-11-01,Dodoma,Drought,Yes,43.75%,0.292
2004-11-01,Dodoma,Any,Yes,0.00%,0.292
2004-11-01,Mbeya,Drought,Yes,43.75%,0.292
2004-11-01,Mbeya,Any,Yes,0.00%,0.292
2004-11-01,Morogoro,Drought,Yes,43.75%,0.292
2004-11-01,Morogoro,Any,Yes,0.00%,0.292
2004-12-01,Mbeya,Flood,Yes,43.75%,0.3379999999999999
2004-12-01,Mbeya,Any,Yes,0.00%,0.3379999999999999
2005-01-01,Mbeya,Flood,Yes,43.75%,0.3279999999999999
2005-01-01,Mbeya,Any,Yes,0.00%,0.3279999999999999
2005-03-01,Mbeya,Flood,Yes,43.75%,0.148
2005-03-01,Mbeya,Any,Yes,0.00%,0.148
2005-04-01,Mbeya,Flood,Yes,43.75%,0.187
2005-04-01,Mbeya,Any,Yes,0.00%,0.187
2005-04-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.187
2005-05-01,Arusha,Crop Failure,Yes,15.00%,0.178
2005-05-01,Arusha,Moderate Stress,Yes,0.00%,0.178
2005-05-01,Dar es Salaam,Flood,Yes,43.75%,0.178
2005-05-01,Dar es Salaam,Any,Yes,0.00%,0.178
2005-05-01,Mbeya,Flood,Yes,43.75%,0.178
2005-05-01,Mbeya,Any,Yes,0.00%,0.178
2005-06-01,Arusha,Days Since,Yes,0.00%,0.204
2005-08-01,Mbeya,Crop Failure,Yes,15.00%,0.31425
2005-08-01,Mbeya,Moderate Stress,Yes,0.00%,0.31425
2005-09-01,Dodoma,Drought,Yes,62.50%,0.3555
2005-09-01,Dodoma,Any,Yes,0.00%,0.3555
2005-09-01,Mbeya,Crop Failure,Yes,15.00%,0.3555
2005-09-01,Mbeya,Moderate Stress,Yes,0.00%,0.3555
2005-09-01,Morogoro,Drought,Yes,43.75%,0.3555
2005-09-01,Morogoro,Any,Yes,0.00%,0.3555
2005-10-01,Dodoma,Drought,Yes,43.75%,0.367
2005-10-01,Dodoma,Any,Yes,0.00%,0.367
2005-10-01,Mbeya,Crop Failure,Yes,15.00%,0.367
2005-10-01,Mbeya,Severe Stress,Yes,0.00%,0.367
2005-10-01,Morogoro,Drought,Yes,62.50%,0.367
2005-10-01,Morogoro,Any,Yes,0.00%,0.367
2005-11-01,Arusha,Drought,Yes,62.50%,0.222
2005-11-01,Arusha,Any,Yes,0.00%,0.222
2005-11-01,Dodoma,Drought,Yes,62.50%,0.222
2005-11-01,Dodoma,Any,Yes,0.00%,0.222
2005-11-01,Mbeya,Days Since,Yes,0.00%,0.222
2005-11-01,Morogoro,Drought,Yes,62.50%,0.222
2005-11-01,Morogoro,Any,Yes,0.00%,0.222
2005-11-01,Morogoro,Crop Failure,Yes,15.00%,0.222
2005-11-01,Morogoro,Severe Stress,Yes,0.00%,0.222
2005-11-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.222
2005-12-01,Arusha,Drought,Yes,81.25%,0.3229999999999999
2005-12-01,Arusha,Any,Yes,0.00%,0.3229999999999999
2005-12-01,Arusha,Trigger Severity Left,Yes,0.00%,0.3229999999999999
2005-12-01,Arusha,Crop Failure,Yes,15.00%,0.3229999999999999
2005-12-01,Arusha,Severe Stress,Yes,0.00%,0.3229999999999999
2005-12-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.3229999999999999
2005-12-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.3229999999999999
2005-12-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.3229999999999999
2005-12-01,Dodoma,Drought,Yes,81.25%,0.3229999999999999
2005-12-01,Dodoma,Any,Yes,0.00%,0.3229999999999999
2005-12-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.3229999999999999
2005-12-01,Mbeya,Trigger Severity Left,Yes,0.00%,0.3229999999999999
2005-12-01,Morogoro,Drought,Yes,81.25%,0.3229999999999999
2005-12-01,Morogoro,Any,Yes,0.00%,0.3229999999999999
2005-12-01,Morogoro,Trigger Severity Left,Yes,0.00%,0.3229999999999999
2005-12-01,Morogoro,Crop Failure,Yes,15.00%,0.3229999999999999
2005-12-01,Morogoro,Moderate Stress,Yes,0.00%,0.3229999999999999
2005-12-01,Morogoro,Severe Stress,Yes,0.00%,0.3229999999999999
2006-01-01,Arusha,Drought,Yes,62.50%,0.32375
2006-01-01,Arusha,Any,Yes,0.00%,0.32375
2006-01-01,Arusha,Crop Failure,Yes,15.00%,0.32375
2006-01-01,Arusha,Moderate Stress,Yes,0.00%,0.32375
2006-01-01,Arusha,Severe Stress,Yes,0.00%,0.32375
2006-01-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.32375
2006-01-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.32375
2006-01-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.32375
2006-01-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.32375
2006-01-01,Dodoma,Crop Failure,Yes,15.00%,0.32375
2006-01-01,Dodoma,Moderate Stress,Yes,0.00%,0.32375
2006-01-01,Dodoma,Severe Stress,Yes,0.00%,0.32375
2006-01-01,Morogoro,Drought,Yes,81.25%,0.32375
2006-01-01,Morogoro,Any,Yes,0.00%,0.32375
2006-01-01,Morogoro,Crop Failure,Yes,15.00%,0.32375
2006-01-01,Morogoro,Moderate Stress,Yes,0.00%,0.32375
2006-01-01,Morogoro,Severe Stress,Yes,0.00%,0.32375
2006-01-01,Mwanza,Crop Failure,Yes,15.00%,0.32375
2006-01-01,Mwanza,Moderate Stress,Yes,0.00%,0.32375
2006-02-01,Arusha,Drought,Yes,43.75%,0.39025
2006-02-01,Arusha,Any,Yes,0.00%,0.39025
2006-02-01,Arusha,Crop Failure,Yes,15.00%,0.39025
2006-02-01,Arusha,Moderate Stress,Yes,0.00%,0.39025
2006-02-01,Arusha,Severe Stress,Yes,0.00%,0.39025
2006-02-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.39025
2006-02-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.39025
2006-02-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.39025
2006-02-01,Dodoma,Crop Failure,Yes,15.00%,0.39025
2006-02-01,Dodoma,Moderate Stress,Yes,0.00%,0.39025
2006-02-01,Dodoma,Severe Stress,Yes,0.00%,0.39025
2006-02-01,Morogoro,Drought,Yes,43.75%,0.39025
2006-02-01,Morogoro,Any,Yes,0.00%,0.39025
2006-02-01,Morogoro,Crop Failure,Yes,15.00%,0.39025
2006-02-01,Morogoro,Moderate Stress,Yes,0.00%,0.39025
2006-02-01,Morogoro,Severe Stress,Yes,0.00%,0.39025
2006-02-01,Mwanza,Days Since,Yes,0.00%,0.39025
2006-03-01,Arusha,Days Since,Yes,0.00%,0.3705
2006-03-01,Dar es Salaam,Days Since,Yes,0.00%,0.3705
2006-03-01,Dodoma,Days Since,Yes,0.00%,0.3705
2006-03-01,Morogoro,Days Since,Yes,0.00%,0.3705
2006-04-01,Arusha,Flood,Yes,43.75%,0.11775
2006-04-01,Arusha,Any,Yes,0.00%,0.11775
2006-04-01,Dar es Salaam,Flood,Yes,43.75%,0.11775
2006-04-01,Dar es Salaam,Any,Yes,0.00%,0.11775
2006-08-01,Dodoma,Drought,Yes,62.50%,0.31725
2006-08-01,Dodoma,Any,Yes,0.00%,0.31725
2006-09-01,Dodoma,Drought,Yes,62.50%,0.255
2006-09-01,Dodoma,Any,Yes,0.00%,0.255
2006-10-01,Dodoma,Drought,Yes,62.50%,0.37825
2006-10-01,Dodoma,Any,Yes,0.00%,0.37825
2006-10-01,Morogoro,Drought,Yes,43.75%,0.37825
2006-10-01,Morogoro,Any,Yes,0.00%,0.37825
2006-10-01,Mwanza,Crop Failure,Yes,15.00%,0.37825
2006-10-01,Mwanza,Moderate Stress,Yes,0.00%,0.37825
2006-10-01,Mwanza,Severe Stress,Yes,0.00%,0.37825
2006-11-01,Dodoma,Drought,Yes,43.75%,0.4332499999999999
2006-11-01,Dodoma,Any,Yes,0.00%,0.4332499999999999
2006-11-01,Dodoma,Crop Failure,Yes,15.00%,0.4332499999999999
2006-11-01,Dodoma,Severe Stress,Yes,0.00%,0.4332499999999999
2006-11-01,Mbeya,Crop Failure,Yes,15.00%,0.4332499999999999
2006-11-01,Mbeya,Moderate Stress,Yes,0.00%,0.4332499999999999
2006-11-01,Mbeya,Severe Stress,Yes,0.00%,0.4332499999999999
2006-11-01,Mwanza,Flood,Yes,62.50%,0.4332499999999999
2006-11-01,Mwanza,Any,Yes,0.00%,0.4332499999999999
2006-11-01,Mwanza,Crop Failure,Yes,15.00%,0.4332499999999999
2006-11-01,Mwanza,Moderate Stress,Yes,0.00%,0.4332499999999999
2006-11-01,Mwanza,Severe Stress,Yes,0.00%,0.4332499999999999
2006-12-01,Dar es Salaam,Flood,Yes,43.75%,0.3909999999999999
2006-12-01,Dar es Salaam,Any,Yes,0.00%,0.3909999999999999
2006-12-01,Dodoma,Flood,Yes,62.50%,0.3909999999999999
2006-12-01,Dodoma,Any,Yes,0.00%,0.3909999999999999
2006-12-01,Dodoma,Days Since,Yes,0.00%,0.3909999999999999
2006-12-01,Mbeya,Flood,Yes,62.50%,0.3909999999999999
2006-12-01,Mbeya,Any,Yes,0.00%,0.3909999999999999
2006-12-01,Mbeya,Crop Failure,Yes,15.00%,0.3909999999999999
2006-12-01,Mbeya,Moderate Stress,Yes,0.00%,0.3909999999999999
2006-12-01,Mbeya,Severe Stress,Yes,0.00%,0.3909999999999999
2006-12-01,Mwanza,Flood,Yes,62.50%,0.3909999999999999
2006-12-01,Mwanza,Any,Yes,0.00%,0.3909999999999999
2006-12-01,Mwanza,Crop Failure,Yes,15.00%,0.3909999999999999
2006-12-01,Mwanza,Moderate Stress,Yes,0.00%,0.3909999999999999
2006-12-01,Mwanza,Severe Stress,Yes,0.00%,0.3909999999999999
2007-01-01,Mbeya,Days Since,Yes,0.00%,0.3879999999999999
2007-01-01,Mwanza,Days Since,Yes,0.00%,0.3879999999999999
2007-04-01,Dodoma,Trigger Severity Left,Yes,0.00%,0.184
2007-04-01,Mbeya,Flood,Yes,43.75%,0.184
2007-04-01,Mbeya,Any,Yes,0.00%,0.184
2007-04-01,Mwanza,Flood,Yes,43.75%,0.184
2007-04-01,Mwanza,Any,Yes,0.00%,0.184
2007-05-01,Mbeya,Flood,Yes,43.75%,0.236
2007-05-01,Mbeya,Any,Yes,0.00%,0.236
2007-05-01,Mwanza,Flood,Yes,43.75%,0.236
2007-05-01,Mwanza,Any,Yes,0.00%,0.236
2007-09-01,Dodoma,Drought,Yes,62.50%,0.3340000000000001
2007-09-01,Dodoma,Any,Yes,0.00%,0.3340000000000001
2007-10-01,Dodoma,Drought,Yes,62.50%,0.428
2007-10-01,Dodoma,Any,Yes,0.00%,0.428
2007-11-01,Dodoma,Drought,Yes,62.50%,0.34575
2007-11-01,Dodoma,Any,Yes,0.00%,0.34575
2007-12-01,Mbeya,Flood,Yes,43.75%,0.45675
2007-12-01,Mbeya,Any,Yes,0.00%,0.45675
2008-03-01,Arusha,Flood,Yes,43.75%,0.298
2008-03-01,Arusha,Any,Yes,0.00%,0.298
2008-04-01,Dar es Salaam,Flood,Yes,43.75%,0.32025
2008-04-01,Dar es Salaam,Any,Yes,0.00%,0.32025
2008-05-01,Mwanza,Trigger Severity Left,Yes,0.00%,0.288
2009-01-01,Mbeya,Flood,Yes,43.75%,0.29
2009-01-01,Mbeya,Any,Yes,0.00%,0.29
2009-03-01,Arusha,Trigger Severity Left,Yes,0.00%,0.322
2009-03-01,Mbeya,Flood,Yes,62.50%,0.322
2009-03-01,Mbeya,Any,Yes,0.00%,0.322
2009-07-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.25
2009-07-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.25
2009-07-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.25
2009-08-01,Arusha,Crop Failure,Yes,15.00%,0.156
2009-08-01,Arusha,Moderate Stress,Yes,0.00%,0.156
2009-08-01,Arusha,Severe Stress,Yes,0.00%,0.156
2009-08-01,Dar es Salaam,Crop Failure,Yes,15.00%,0.156
2009-08-01,Dar es Salaam,Moderate Stress,Yes,0.00%,0.156
2009-08-01,Dar es Salaam,Severe Stress,Yes,0.00%,0.156
